Shipment_ID,Shipment_Date,Region,Transport_Mode,Distance_km,Shipment_Volume_kg,Priority,Warehouse_Processing_Hours,Delivery_Time_Hours,Transportation_Cost,Delay_Hours,On_Time_Delivery,Customer_Rating
SHP1313,2025-08-03,North,Sea,1959,173.86,Standard,2.81,62.26,1037.1,0.29,Yes,4.5
SHP1314,2025-05-08,South,Road,1177,729.13,Standard,4.23,26.32,1055.52,1.18,Yes,4.2
SHP1315,2025-08-12,West,Air,2258,105.29,Standard,1.9,11.7,3347.97,1.5,Yes,4.4
SHP1316,2025-07-28,West,Rail,1708,588.78,Standard,3.48,29.05,1123.48,5.7,No,4.0
SHP1317,2025-04-25,North,Rail,2013,182.13,Express,6.24,37.15,973.0,5.35,No,3.7
SHP1318,2025-07-28,South,Road,1107,237.78,Express,3.61,25.18,804.08,0.81,Yes,4.2
SHP1319,2025-01-14,West,Road,2339,546.78,Standard,3.5,50.01,1752.94,4.72,Yes,3.5
SHP1320,2025-01-09,North,Road,1016,157.66,Express,5.09,26.15,809.93,8.45,No,3.9
SHP1321,2025-02-09,South,Rail,939,344.37,Standard,1.64,19.69,534.72,1.83,Yes,4.9
SHP1322,2025-08-25,West,Road,2210,411.26,Standard,1.24,45.06,1707.8,14.32,No,3.1
SHP1323,2025-10-08,South,Sea,2415,140.39,Standard,4.83,77.09,1070.95,2.8,Yes,4.3
SHP1324,2025-12-25,North,Road,2120,129.93,Standard,4.85,44.83,1419.82,0.85,Yes,4.2
SHP1325,2025-07-20,East,Road,2921,188.67,Standard,3.67,61.52,1845.49,14.31,No,2.3
SHP1326,2025-09-03,West,Rail,2798,192.84,Express,9.24,51.22,1406.26,6.23,No,4.0
SHP1327,2025-10-05,East,Air,1716,104.04,Standard,1.42,7.4,2747.7,0.98,Yes,4.9
SHP1328,2025-08-23,North,Road,1491,141.3,Express,1.7,33.83,1145.58,18.74,No,2.3
SHP1329,2025-01-04,South,Road,1117,19.55,Standard,2.42,24.04,749.68,0.92,Yes,5.0
SHP1330,2025-06-03,South,Sea,177,175.21,Express,6.67,14.43,303.79,4.63,Yes,4.0
SHP1331,2025-01-29,East,Road,2973,414.09,Standard,5.13,62.24,2085.64,5.23,No,4.6
SHP1332,2025-04-19,West,Road,207,68.95,Standard,10.13,20.0,360.51,6.97,No,3.7
SHP1333,2025-04-08,North,Air,876,160.1,Standard,1.99,5.62,1816.41,1.49,Yes,3.7
SHP1334,2025-08-03,West,Road,1940,1223.7,Standard,3.31,39.52,1677.14,1.01,Yes,4.9
SHP1335,2025-10-20,North,Rail,2949,217.94,Standard,5.72,54.61,1564.42,1.84,Yes,4.3
SHP1336,2025-03-16,South,Road,561,572.35,Express,1.34,14.99,769.46,2.85,Yes,3.9
SHP1337,2025-11-22,North,Road,2142,109.03,Standard,3.95,47.46,1426.57,18.09,No,2.8
SHP1338,2025-05-26,South,Road,2316,303.13,Express,6.33,51.7,1604.42,10.09,No,3.3
SHP1339,2025-05-08,East,Road,492,96.78,Standard,8.11,20.51,634.42,8.01,No,3.3
SHP1340,2025-12-07,East,Road,2412,293.17,Express,3.1,50.25,1698.19,1.15,Yes,5.0
SHP1341,2025-02-11,North,Road,2274,399.24,Standard,3.28,50.53,1692.04,4.38,Yes,4.2
SHP1342,2025-12-22,East,Air,2325,338.15,Standard,0.93,13.48,3709.6,3.92,Yes,3.8
SHP1343,2025-02-10,North,Road,1776,173.91,Express,2.15,36.43,1245.59,14.59,No,2.9
SHP1344,2025-02-03,West,Road,2056,268.39,Standard,2.87,43.38,1484.92,2.66,Yes,5.0
SHP1345,2025-01-17,West,Sea,1745,270.2,Standard,2.93,54.89,829.85,0.05,Yes,4.8
SHP1346,2025-06-14,South,Air,316,352.9,Standard,2.19,3.26,1285.46,0.51,Yes,4.5
SHP1347,2025-06-02,East,Road,2967,203.03,Standard,3.78,60.81,1922.31,3.88,Yes,4.5
SHP1348,2025-03-17,South,Sea,887,424.88,Standard,3.85,35.03,580.09,0.55,Yes,4.6
SHP1349,2025-03-28,North,Road,538,604.39,Express,2.84,15.16,941.09,4.67,Yes,4.1
SHP1350,2025-04-27,South,Road,751,177.24,Standard,3.32,18.53,827.89,1.51,Yes,4.4
SHP1351,2025-12-28,West,Air,736,228.72,Standard,3.74,8.3,1533.86,2.02,Yes,4.9
SHP1352,2025-12-08,East,Rail,1045,117.52,Standard,4.99,23.31,721.57,3.56,Yes,4.4
SHP1353,2025-01-27,North,Road,406,280.95,Standard,2.72,13.1,626.73,4.21,Yes,4.8
SHP1354,2025-11-09,West,Road,921,282.21,Standard,3.54,23.16,767.27,9.25,No,3.8
SHP1355,2025-10-14,East,Rail,2023,230.58,Express,1.26,32.82,1073.71,1.11,Yes,5.0
SHP1356,2025-05-14,West,Road,2301,243.08,Standard,3.67,47.19,1524.81,3.01,Yes,4.7
SHP1357,2025-08-07,East,Sea,601,850.04,Express,10.46,28.65,379.33,5.57,No,4.0
SHP1358,2025-06-17,East,Road,1860,29.35,Standard,7.32,43.35,1271.59,8.59,No,3.7
SHP1359,2025-04-08,North,Sea,372,156.39,Standard,3.35,21.37,290.58,18.87,No,3.2
SHP1360,2025-09-25,North,Rail,2691,174.06,Standard,4.59,45.11,1255.16,1.49,Yes,5.0
SHP1361,2025-08-25,West,Air,2278,613.9,Standard,2.16,7.4,3778.32,0.41,Yes,5.0
SHP1362,2025-11-05,North,Air,2596,308.8,Standard,2.81,10.4,3759.29,0.4,Yes,4.4
SHP1363,2025-06-22,West,Air,132,314.12,Standard,2.19,5.9,954.89,0.54,Yes,4.1
SHP1364,2025-07-09,East,Road,2400,534.8,Express,4.16,51.62,1758.41,4.04,Yes,4.0
SHP1365,2025-05-02,North,Road,311,195.2,Standard,5.56,17.32,543.67,1.98,Yes,4.6
SHP1366,2025-02-15,North,Road,833,349.54,Express,4.04,21.9,702.23,4.25,Yes,4.1
SHP1367,2025-03-05,North,Sea,1273,152.7,Standard,4.08,43.79,823.49,5.31,No,4.2
SHP1368,2025-05-10,West,Air,963,105.92,Express,2.1,6.95,1937.25,11.7,No,3.2
SHP1369,2025-11-06,South,Road,2789,777.37,Express,1.28,59.93,1994.17,8.26,No,3.2
SHP1370,2025-12-29,South,Road,993,286.67,Standard,4.58,32.97,1013.26,6.01,No,4.2
SHP1371,2025-07-12,South,Road,2780,347.67,Express,7.12,59.5,1969.25,7.48,No,3.9
SHP1372,2025-11-03,North,Rail,1368,103.95,Standard,2.99,26.69,743.93,0.5,Yes,5.0
SHP1373,2025-06-30,South,Rail,1585,316.48,Express,1.16,31.21,875.84,3.84,Yes,4.4
SHP1374,2025-10-19,North,Air,738,768.75,Standard,2.79,9.61,1992.42,0.59,Yes,5.0
SHP1375,2025-10-09,West,Sea,2493,182.32,Standard,3.13,75.32,1321.33,1.43,Yes,4.3
SHP1376,2025-01-29,South,Road,1822,91.92,Express,6.22,42.72,1393.08,3.63,Yes,4.5
SHP1377,2025-05-29,South,Rail,888,251.84,Standard,5.37,20.71,603.69,2.9,Yes,4.7
SHP1378,2025-09-24,South,Road,927,107.22,Standard,3.57,36.42,788.06,1.98,Yes,4.8
SHP1379,2025-10-23,South,Road,2920,74.41,Express,7.16,64.49,1949.84,4.3,Yes,4.2
SHP1380,2025-01-11,West,Road,98,132.38,Standard,3.4,5.39,414.52,8.05,No,4.0
SHP1381,2025-06-13,East,Road,2886,156.83,Standard,3.0,57.83,1815.64,2.91,Yes,4.7
SHP1382,2025-04-23,North,Sea,342,110.93,Standard,1.92,13.41,333.8,0.36,Yes,5.0
SHP1383,2025-07-06,East,Road,1701,560.33,Standard,2.1,34.82,1337.46,0.31,Yes,4.6
SHP1384,2025-10-22,North,Rail,585,831.08,Express,2.41,12.33,659.15,0.23,Yes,4.4
SHP1385,2025-08-20,North,Sea,360,341.27,Standard,3.33,18.7,365.0,1.87,Yes,4.3
SHP1386,2025-08-15,West,Air,586,289.73,Standard,2.7,4.54,1563.56,0.65,Yes,4.8
SHP1387,2025-11-06,West,Road,1976,200.45,Standard,6.67,46.57,1385.5,5.42,No,4.2
SHP1388,2025-04-08,West,Rail,2736,118.22,Express,3.39,45.89,1356.6,2.69,Yes,4.7
SHP1389,2025-02-24,South,Road,283,679.96,Standard,3.21,13.25,493.39,13.79,No,3.4
SHP1390,2025-04-21,East,Air,1282,211.88,Standard,4.25,9.96,2290.26,3.83,Yes,3.7
SHP1391,2025-06-01,North,Air,2702,160.16,Express,4.69,10.73,3880.46,2.41,Yes,4.3
SHP1392,2025-09-03,North,Air,2191,450.49,Standard,1.66,8.7,3426.62,0.51,Yes,4.8
SHP1393,2025-03-10,West,Road,2424,210.29,Standard,2.94,49.1,1747.13,4.88,Yes,4.6
SHP1394,2025-11-08,South,Air,2322,438.83,Standard,2.35,11.71,3694.18,0.72,Yes,4.7
SHP1395,2025-10-16,West,Road,1016,166.2,Standard,3.11,23.12,700.8,0.05,Yes,5.0
SHP1396,2025-09-07,East,Road,939,451.4,Standard,2.1,21.69,861.75,8.89,No,3.9
SHP1397,2025-02-05,North,Road,2108,439.59,Standard,6.0,47.74,1563.66,6.16,No,4.2
SHP1398,2025-08-27,East,Road,84,559.69,Express,2.83,10.38,494.87,1.31,Yes,4.6
SHP1399,2025-05-28,East,Road,496,134.75,Standard,4.05,14.4,530.01,1.23,Yes,4.6
SHP1400,2025-08-15,North,Air,1813,208.9,Express,2.54,11.83,2635.36,2.87,Yes,4.6
SHP1401,2025-09-01,West,Sea,2538,865.61,Standard,2.12,78.86,1222.61,1.4,Yes,4.6
SHP1402,2025-12-03,East,Road,2750,186.33,Express,3.41,56.39,1913.4,0.29,Yes,5.0
SHP1403,2025-12-31,North,Road,1608,390.61,Express,3.39,33.77,1383.31,4.4,Yes,4.6
SHP1404,2025-07-20,East,Road,644,1100.36,Standard,4.29,18.88,940.73,0.88,Yes,5.0
SHP1405,2025-06-03,West,Road,2075,60.68,Standard,3.49,41.95,1563.15,1.92,Yes,4.2
SHP1406,2025-03-14,North,Road,2326,182.06,Standard,1.8,47.63,1463.66,1.4,Yes,4.3
SHP1407,2025-07-20,West,Sea,393,221.7,Express,1.33,16.29,288.63,1.26,Yes,4.8
SHP1408,2025-10-23,North,Road,1153,62.85,Express,2.19,30.88,977.47,1.47,Yes,4.6
SHP1409,2025-01-17,West,Road,1469,160.91,Standard,2.42,32.37,1172.99,0.69,Yes,4.8
SHP1410,2025-05-09,East,Road,1363,112.17,Standard,0.97,26.6,1038.14,1.16,Yes,4.3
SHP1411,2025-08-05,South,Sea,1528,403.58,Standard,6.34,51.73,711.04,4.52,Yes,3.7
SHP1412,2025-03-02,South,Air,1201,65.83,Express,3.65,7.16,1964.16,9.02,No,3.8
SHP1413,2025-04-14,West,Sea,1971,830.91,Standard,1.77,61.84,998.11,3.36,Yes,4.1
SHP1414,2025-02-11,South,Air,1432,358.86,Standard,5.53,13.11,2472.77,2.88,Yes,4.7
SHP1415,2025-01-25,East,Road,2624,105.88,Standard,5.46,53.87,1740.71,6.12,No,3.9
SHP1416,2025-02-08,North,Road,2172,454.18,Standard,4.07,45.23,1596.18,0.37,Yes,4.4
SHP1417,2025-10-18,West,Air,1619,336.26,Express,6.99,23.77,2675.0,2.55,Yes,3.7
SHP1418,2025-05-11,East,Road,1944,215.48,Standard,3.35,40.34,1366.23,4.44,Yes,4.7
SHP1419,2025-08-17,West,Rail,2293,133.62,Standard,2.42,37.8,956.48,5.66,No,4.4
SHP1420,2025-04-18,North,Road,1916,324.85,Standard,5.63,43.02,1444.64,1.47,Yes,4.1
SHP1421,2025-06-21,East,Road,78,241.3,Standard,3.38,6.96,434.69,0.53,Yes,4.0
SHP1422,2025-04-12,East,Rail,755,136.66,Standard,5.4,19.5,461.87,15.88,No,2.7
SHP1423,2025-12-20,South,Rail,1070,86.46,Express,4.29,22.85,588.66,1.26,Yes,5.0
SHP1424,2025-01-12,South,Air,2113,122.07,Express,4.97,12.02,3221.35,1.98,Yes,4.4
SHP1425,2025-10-02,North,Road,1496,155.66,Standard,4.66,37.85,1135.78,16.91,No,2.7
SHP1426,2025-04-11,East,Rail,2902,499.57,Standard,7.8,55.7,1577.56,8.58,No,4.1
SHP1427,2025-02-13,East,Road,1709,404.45,Express,2.43,37.73,1269.37,8.61,No,3.4
SHP1428,2025-11-01,North,Road,1016,161.57,Standard,3.05,24.06,812.5,2.24,Yes,4.3
SHP1429,2025-01-17,East,Road,2326,166.03,Standard,4.3,48.45,1569.75,0.25,Yes,4.8
SHP1430,2025-11-26,South,Road,2812,443.17,Express,5.83,59.28,1866.42,2.67,Yes,4.4
SHP1431,2025-02-26,North,Road,622,266.97,Express,4.97,20.01,666.14,12.25,No,3.0
SHP1432,2025-11-07,West,Road,1656,264.38,Express,4.24,36.63,1169.35,0.81,Yes,5.0
SHP1433,2025-10-30,West,Road,664,135.32,Express,3.02,21.45,695.97,5.35,No,4.3
SHP1434,2025-01-12,East,Road,375,203.08,Express,4.25,12.13,452.5,11.96,No,3.7
SHP1435,2025-11-14,North,Road,2972,222.07,Standard,1.56,58.83,1982.56,3.75,Yes,4.3
SHP1436,2025-03-21,West,Road,408,207.71,Standard,2.55,11.0,663.63,1.72,Yes,4.0
SHP1437,2025-08-04,South,Road,1860,370.13,Standard,6.24,41.24,1436.8,9.33,No,3.7
SHP1438,2025-12-05,South,Rail,2421,378.32,Standard,6.12,42.75,1299.54,5.99,No,3.7
SHP1439,2025-09-21,South,Road,1771,116.36,Standard,5.57,39.14,1155.68,1.44,Yes,3.9
SHP1440,2025-05-29,East,Road,1399,156.0,Standard,6.86,36.72,1185.17,5.22,No,4.1
SHP1441,2025-03-22,East,Road,214,136.84,Standard,4.56,8.72,504.85,3.3,Yes,4.4
SHP1442,2025-08-03,South,Air,1646,585.21,Standard,5.83,10.79,2979.76,7.57,No,4.5
SHP1443,2025-07-17,East,Sea,1677,1072.17,Standard,8.05,57.27,975.22,3.68,Yes,3.9
SHP1444,2025-07-19,West,Air,2895,160.05,Standard,2.95,9.99,4111.07,0.24,Yes,5.0
SHP1445,2025-01-25,South,Air,2552,196.97,Standard,1.88,11.16,3932.74,2.16,Yes,4.0
SHP1446,2025-03-30,East,Rail,1226,399.26,Express,1.95,23.53,860.75,2.14,Yes,5.0
SHP1447,2025-09-25,West,Air,1200,134.96,Standard,5.76,13.01,2045.25,3.96,Yes,4.1
SHP1448,2025-05-23,South,Rail,242,405.63,Standard,12.31,21.18,481.74,17.76,No,2.6
SHP1449,2025-02-28,South,Road,2724,218.2,Express,6.21,58.66,1931.7,3.01,Yes,4.3
SHP1450,2025-12-31,East,Road,2627,65.33,Standard,2.16,50.71,1716.02,1.14,Yes,4.9
SHP1451,2025-01-26,East,Road,141,89.09,Standard,2.54,6.71,331.18,8.98,No,3.2
SHP1452,2025-02-16,West,Sea,188,174.78,Standard,5.0,12.71,190.03,3.73,Yes,4.3
SHP1453,2025-10-15,South,Rail,530,521.16,Standard,2.09,11.81,599.52,1.07,Yes,4.4
SHP1454,2025-09-23,West,Air,2546,118.54,Express,3.85,13.15,3687.77,3.84,Yes,5.0
SHP1455,2025-01-16,North,Road,1406,152.34,Standard,2.93,30.8,1039.15,15.19,No,2.6
SHP1456,2025-07-18,North,Road,2966,256.67,Standard,4.1,58.43,1970.21,0.89,Yes,3.8
SHP1457,2025-10-09,East,Road,389,68.85,Standard,3.08,14.13,422.61,1.69,Yes,5.0
SHP1458,2025-03-27,South,Road,1125,272.87,Standard,4.18,25.39,1086.53,1.11,Yes,4.8
SHP1459,2025-09-07,North,Air,2563,75.14,Standard,4.93,11.53,3786.52,2.67,Yes,4.2
SHP1460,2025-09-27,South,Rail,2815,329.32,Standard,4.39,46.22,1441.26,1.09,Yes,4.7
SHP1461,2025-12-01,North,Road,848,125.69,Standard,2.71,20.47,692.29,2.98,Yes,4.2
SHP1462,2025-04-27,North,Air,524,114.5,Standard,3.02,6.04,1208.42,0.48,Yes,4.1
SHP1463,2025-01-07,West,Road,2498,267.99,Standard,5.88,53.24,1650.39,2.05,Yes,4.5
SHP1464,2025-05-17,North,Sea,1512,385.98,Standard,0.73,46.95,692.39,16.13,No,2.8
SHP1465,2025-06-25,East,Road,654,288.12,Standard,4.74,23.35,736.36,0.67,Yes,4.8
SHP1466,2025-11-24,West,Road,870,256.04,Express,2.73,19.13,766.72,5.03,No,3.9
SHP1467,2025-11-11,West,Road,2754,258.59,Standard,7.22,57.78,1799.24,5.62,No,3.9
SHP1468,2025-08-03,North,Road,647,289.35,Standard,5.46,23.77,642.01,1.94,Yes,4.4
SHP1469,2025-03-23,West,Road,1582,302.97,Standard,1.45,34.99,1306.43,2.14,Yes,4.2
SHP1470,2025-08-11,East,Rail,563,168.01,Standard,2.42,14.33,403.15,1.24,Yes,5.0
SHP1471,2025-04-13,East,Sea,1576,350.08,Express,5.21,51.24,907.09,5.64,No,4.4
SHP1472,2025-09-30,East,Air,1927,126.63,Standard,5.73,11.74,2956.16,14.67,No,2.9
SHP1473,2025-01-14,West,Road,1749,475.31,Express,1.39,36.58,1278.7,15.62,No,3.1
SHP1474,2025-06-08,South,Rail,1079,382.88,Standard,0.71,18.08,770.63,5.27,No,3.7
SHP1475,2025-06-01,East,Road,549,1019.05,Express,2.44,12.68,979.6,3.74,Yes,4.2
SHP1476,2025-04-18,East,Road,1734,317.25,Standard,2.68,35.19,1246.09,1.74,Yes,5.0
SHP1477,2025-07-07,West,Air,766,418.37,Express,1.86,4.36,1804.06,0.67,Yes,4.9
SHP1478,2025-10-28,West,Rail,1191,74.26,Standard,3.38,22.02,723.76,0.76,Yes,4.8
SHP1479,2025-04-08,North,Road,1558,428.03,Standard,3.39,33.45,1264.36,9.4,No,3.5
SHP1480,2025-05-11,West,Road,2698,504.48,Standard,4.83,56.16,1873.82,6.41,No,4.0
SHP1481,2025-10-20,North,Sea,715,634.8,Standard,2.24,26.14,633.06,3.03,Yes,3.9
SHP1482,2025-06-20,North,Road,2565,240.89,Express,1.0,48.62,1724.97,5.24,No,4.1
SHP1483,2025-07-02,North,Road,2258,174.28,Standard,3.06,46.36,1504.44,16.24,No,3.0
SHP1484,2025-12-30,South,Rail,2367,103.27,Standard,1.3,37.32,1049.79,14.34,No,3.1
SHP1485,2025-02-08,East,Road,1129,110.1,Standard,4.85,30.52,769.02,1.88,Yes,4.6
SHP1486,2025-01-15,North,Road,277,217.47,Standard,5.89,12.28,495.74,3.89,Yes,4.1
SHP1487,2025-01-04,North,Road,2946,64.97,Standard,3.13,58.19,1886.88,14.93,No,2.7
SHP1488,2025-12-15,West,Air,198,129.31,Standard,2.12,3.78,960.14,0.17,Yes,4.4
SHP1489,2025-07-29,West,Rail,1119,235.72,Standard,2.05,20.76,801.39,2.1,Yes,4.5
SHP1490,2025-06-10,West,Rail,1217,232.07,Express,5.36,24.86,730.82,11.41,No,3.7
SHP1491,2025-01-16,West,Sea,681,112.33,Standard,4.54,28.48,507.4,1.71,Yes,4.3
SHP1492,2025-04-18,East,Air,1413,93.34,Standard,5.24,9.64,2286.65,5.13,No,4.2
SHP1493,2025-11-07,North,Road,462,103.63,Express,3.72,15.19,528.38,15.52,No,2.9
SHP1494,2025-08-15,South,Road,1805,189.69,Standard,2.47,38.53,1294.86,7.39,No,4.2
SHP1495,2025-06-19,East,Rail,569,983.24,Standard,1.75,11.39,806.64,0.38,Yes,4.8
SHP1496,2025-02-03,South,Air,1417,465.09,Standard,6.59,10.86,2520.41,3.57,Yes,3.9
SHP1497,2025-09-08,East,Rail,2484,257.22,Standard,2.87,40.05,1284.4,0.32,Yes,5.0
SHP1498,2025-09-04,North,Rail,2372,326.27,Standard,8.42,43.46,1195.91,8.41,No,4.1
SHP1499,2025-09-26,South,Road,2450,450.84,Express,4.65,53.75,1731.37,8.46,No,4.0
SHP1500,2025-05-21,East,Road,1152,355.29,Standard,12.3,35.23,980.61,7.52,No,3.7
